Participant,Code,SA,WC
R_eLPdL8enzOpp4XL,Learning,0,0
R_pgzBfVg6rpQdeQ9,Learning,0,0
R_3mgjZ3xDD6RyiYX,Learning,0,0
R_RWcd9Oc4DyxTkpr,Learning,0,0
R_3M0Fjaltge7ChQg,Learning,0,0
R_2ZTXv7vOVPrFwpT,Learning,0,0
R_3snVaCvXXFkf4hN,Learning,0,0
R_DHUYW2gjuOTsLKx,Learning,0,0
R_2S8DNUn45kiDzRI,Learning,0,0
R_1mmVMwlsmaY0qGD,Learning,0,0
R_xAaLQwhdrbWj25H,Learning,0,0
R_2xWXzbXwfflkcvT,Learning,0,0
R_a3ElHmqZOER1pYt,Learning,0,0
R_2QDsAc945USmGDA,Learning,0,0
R_1mge4k9bSvOSh6w,Learning,0,0
R_RXiP7ZXpR7aFHXz,Learning,0,0
R_siYXrxLpjh1yW1b,Learning,0,0
R_uslB97A3Wor4KJz,Learning,0,0
R_1Qnp5QG5cFXcbZx,Learning,0,0
R_1Nw7ZHMSg0ZUbsy,Learning,0,0
R_2XhZzruY1R0Vpgz,Learning,0,0
R_1gNEIREULKHhs2X,Learning,0,0
R_4ZyLdWpR9wqSaad,Learning,0,0
R_25MhZn4kjwS5Zxa,Learning,0,0
R_22J1t8YOaKE5spB,Learning,0,0
R_Zh3BRdT2nhF3yUx,Learning,0,0
R_1rwi3yPqfNOFWtH,Learning,0,0
R_Diuu1r5Xki6vGNz,Learning,0,0
R_6u5hQNuVgAlJxER,Learning,0,0
R_2VJg9s9zHPKmXJz,Learning,0,0
R_33pNTVuV1MZnH3y,Learning,0,0
R_1CejIxCLBlLmG9G,Learning,0,0
R_1ODLoqHBBjhtsek,Learning,0,0
R_1gLyfgLpKZ2ztcw,Learning,0,0
R_1dFwHdDqCex0xNl,Learning,0,0
R_1jkArZk4vwhe7Zd,Learning,0,0
R_2zGTOtbxU2bDBQN,Learning,0,0
R_77cPHbrp05u3c1X,Learning,0,0
R_3JrXUJViv9EsE0k,Learning,0,0
R_11cEOd3qglf0HIL,Learning,0,0
R_2ZZTpqiNpolwPbA,Learning,0,0
R_3CDcpeZYIL5ypX7,Learning,0,0
R_2fkfkGMdqcun7w5,Learning,0,0
R_3qEjw7TFt4NSFYo,Learning,0,0
R_80TSwDtlNlzdUeB,Learning,0,0
R_3JluMQUf5N9lNKp,Learning,0,0
R_4SkB2vU2HhIZJWp,Learning,0,0
R_enXuoOZZjmBp5Kh,Learning,0,0
R_3KZ40gY96UllNRK,Learning,0,0
R_1Fb5X5YjStVHnYK,Learning,0,0
R_1Ig8H5PwvsByBHQ,Learning,0,0
R_ZjXWCtLNZvm5Pmp,Learning,0,0
R_31mI8tYL6Ye13uY,Learning,0,0
R_33ycjYBNzVKSt2E,Learning,0,0
R_28AQMTgGe59tJR3,Learning,0,0
R_2ruucMTyLuAICT9,Learning,0,0
R_3qPPEEGbK7RgX28,Learning,0,0
R_27vgqdzn0SfOwbL,Learning,0,0
R_2YIZzaDNnJoN78v,Learning,0,0
R_397XGXw1Kab8lwd,Learning,0,0
R_31LuX5JuurbvMoO,Learning,0,0
R_2ATOB2CnIHip8If,Absence Harm,0,0
R_3HGpZsBSePzb2no,Absence Harm,1,1
R_1i9HMF0EACDrVg6,Absence Harm,0,0
R_10UBkI02V0kSmul,Absence Harm,0,0
R_2zSft8YvYZiOn5s,Absence Harm,0,0
R_1f0FG9XqTWKtdtW,Absence Harm,0,0
R_3qfbd92RiF3hK7I,Absence Harm,1,1
R_NXUtjyTjocKutVv,Absence Harm,0,0
R_3CVFA7kQjfeEz55,Absence Harm,0,0
R_umpgJikoAZZK0U1,Absence Harm,0,0
R_110DRBsEpXBcYcH,Absence Harm,0,0
R_Di9SlzIjhCGvYfn,Absence Harm,0,0
R_2YL2XYIJ30dyNtG,Absence Harm,1,1
R_2R3AxUbJArrL8sM,Absence Harm,0,0
R_OCJnGfSaCQulCXT,Absence Harm,0,0
R_RPJghXjMvNXdbC9,Absence Harm,0,0
R_12cmQA4wK3cE7vq,Absence Harm,0,0
R_Df9SkwrplP5adQB,Absence Harm,0,0
R_0vS3YEXvEKwKSFX,Absence Harm,0,0
R_2xAbsDjunmDUbCL,Absence Harm,0,0
R_2zFR12iP6WQ2dMf,Absence Harm,1,1
R_1fkOvG2gpYagrzK,Absence Harm,1,0
R_3JasF46tuYiRz6d,Absence Harm,0,0
R_3r1c5n05C0Dm4Mh,Absence Harm,0,0
R_sRppTe4QvJg9n8J,Absence Harm,0,0
R_UxpqlJBXnFaD4A1,Absence Harm,0,0
R_r8QDzjWRbVAnm5r,Absence Harm,1,0
R_3MG1lxPqxrQKXDg,Absence Harm,0,0
R_1FwuCsQ2XeYn38O,Absence Harm,0,0
R_tSdnNdMDEBbry0h,Absence Harm,0,0
R_12lhUnHRfqw28HM,Absence Harm,0,0
R_3KISHcOdZZoLC4A,Absence Harm,0,0
R_1OjjZpXk8iCHpZz,Absence Harm,0,0
R_2ZOoA6dySyG4Uci,Absence Harm,0,0
R_BG6ShNi5X3HRl0l,Absence Harm,0,0
R_2xY2YneAQFcZG4x,Absence Harm,0,0
R_4IV1cjWrJMY1pTz,Absence Harm,0,0
R_1nYBtb0aVBDW9Sh,Absence Harm,0,0
R_BE8mzF9E8GLxaz7,Absence Harm,0,0
R_30wUJoQMF0qJhf2,Absence Harm,0,0
R_2Vjsk3dUWW5cu7T,Absence Harm,0,0
R_yOdBffH23fjzv7H,Absence Harm,0,0
R_eDmPnnPtKg8Oywp,Absence Harm,1,1
R_3Mii2QuCcETbqRH,Absence Harm,0,0
R_1js40LKncy4AShi,Absence Harm,0,0
R_87dY0FqKaGZdyxz,Absence Harm,0,0
R_PMqzIXTqKlpt6Qp,Absence Harm,0,0
R_1o5B9GuTVrGn8X0,Absence Harm,0,0
R_12yk1lYPYKfsywD,Absence Harm,1,1
R_2pJk3td4kLYMPWU,Absence Harm,0,0
R_3oR5WXhOVFGambM,Absence Harm,0,1
R_33rwyRLGKQ7flOx,Absence Harm,0,0
R_vqLKv9rUfyDpkVb,Absence Harm,0,0
R_1GBoQ8taai5gwcy,Absence Harm,0,0
R_1jv3NZEEtp7A5yA,Absence Harm,0,0
R_22rhKJycRuuhvB5,Absence Harm,0,0
R_3nAe9KKpRPTwh7T,Absence Harm,0,0
R_2BzzIj3d6U0rlXd,Absence Harm,0,0
R_3OoZ9bgEzEFIZlA,Absence Harm,0,0
R_1dgLfQ1lqYOHuLJ,Absence Harm,1,1
R_3GcBiqM2JygR7DL,Absence Harm,0,0
R_6sSTnyKYxBYyEql,Absence Harm,0,0
R_3p4Edm8tUtqKlcR,Absence Harm,0,0
R_1eEQ3PXaYhXFYSk,Absence Harm,0,0
R_1O0oF1McGSQ1GI9,Absence Harm,0,0
R_1dzcoYSaTzJeHjw,Absence Harm,0,0
R_2EfMxa2oqijovk1,Absence Harm,0,0
R_3RmxFLKLkSfv5Ql,Absence Harm,0,0
R_2dYEFFOpwfEUmiP,Absence Harm,0,0
R_2ea3NWN4nQRTUMN,Absence Harm,0,0
R_T1OvvjbGcYOAoCZ,Absence Harm,1,0
R_2DNDnG3xkN5sL9G,Absence Harm,0,0
R_3JFFbniTzAwfovD,Absence Harm,0,0
R_12xPJwUbo1oXuuf,Absence Harm,0,0
R_2pXkuncJQYULGSV,Absence Harm,0,0
R_usMFAWMS1ho5e6J,Absence Harm,0,0
R_2SJHQkUwbXJDHqt,Absence Harm,0,0
R_1f2xUGvDSCTH7Xl,Absence Harm,0,0
R_1dhm6CIp2rlidiB,Absence Harm,0,0
R_2EsHZU4GPQl6Eto,Absence Harm,0,0
R_2106bPwwFwRqlNI,Absence Harm,0,0
R_ZdZuuMf4wDF6fU5,Absence Harm,0,0
R_25TOPT401jmAcqT,Absence Harm,0,0
R_2ALpAD7fadUcAsJ,Absence Harm,0,0
R_1cU01U7HBwkZR34,Absence Harm,0,0
R_1q8krIvLEJ3j0pb,Absence Harm,0,0
R_3oAQTxmzOMfmpt0,Absence Harm,1,1
R_1MLhtqg7DgdY8QS,Absence Harm,0,0
R_2VF6yktCYVkE1i7,Absence Harm,0,0
R_vIFa5Yebl7dgqMp,Absence Harm,1,1
R_2bHt8krvkSnuJnA,Absence Harm,0,0
R_1OC77hkgQD1pbau,Absence Harm,0,0
R_3EWn1lSeir5GppN,Absence Harm,0,0
R_V3FeEzJxhRyhzkR,Absence Harm,0,0
R_ag6C3z6imS97ZhD,Absence Harm,0,0
R_3qsAfG1caxGz2Q9,Absence Harm,0,0
R_agRF4BRBrpWQlVf,Absence Harm,0,0
R_UN1wTAy0DUgXZa9,Absence Harm,0,0
R_3R2CXDi3bgpjtl9,Absence Harm,0,0
R_1hMsa900oQzhal2,Absence Harm,0,0
R_cCldl4C774WE1Wx,Absence Harm,0,0
R_2qdz9Mz0w1yS6Ni,Absence Harm,0,0
R_129klAb70wVE8nV,Absence Harm,0,0
R_1FaATZy8M1RAu6h,Absence Harm,0,0
R_2wRZfpxNKAfeGE8,Absence Harm,0,0
R_3nD7F2dzdD8kpBR,Absence Harm,0,0
R_1EWEcHwhp2WHYRk,Absence Harm,0,0
R_2c1Qc26OjSeaU5l,Absence Harm,1,1
R_6Kz1PQKJxJe38dz,Absence Harm,0,0
R_1N8mIOFdBoPfLDl,Absence Harm,0,0
R_2qDjNFXJKIXsxov,Absence Harm,1,0
R_25FNrPiDpQhM0K0,Absence Harm,1,0
R_2dnBuYZjdwmrUj9,Absence Harm,1,1
R_2R3VmGs8QRZXtpX,Absence Harm,1,1
R_3kKTZSzLqWu8iHk,Absence Harm,0,0
R_3fl9nAopgctaa6H,Absence Harm,1,1
R_1kTgqnyiWiHvFhh,Absence Harm,1,1
R_2SAKTxVZGPIVYYe,Absence Harm,0,0
R_25tj2uxQEanxfZc,Absence Harm,1,0
R_1Ka6xPzmjZZzV9Y,Absence Harm,0,0
R_21ERySWdImjqISp,Absence Harm,0,0
R_2DYAGF4C0QSP1nv,Absence Harm,0,0
R_wZvBlibeCHVOYWR,Absence Harm,1,1
R_u1BcdY5KNOJ38Ln,Absence Harm,0,0
R_tY6PkIDjIma8SXf,Absence Harm,0,0
R_r9K48FtWeVglg5z,Absence Harm,0,0
R_Ast0bnCTEiK7UqZ,Absence Harm,0,0
R_2rU55Tvp9j6g2WJ,Absence Harm,0,0
R_3WaGZ55uC8exTFL,Absence Harm,0,0
R_ykWTWqYwPyxerUR,Absence Harm,0,0
R_3J41aNjWqWglA5z,Absence Harm,0,0
R_1DUuURSlICWnjZy,Absence Harm,0,0
R_2QJWN71gm5B9grG,Absence Harm,0,0
R_3PcxtggChxaCAGs,Absence Harm,0,0
R_3GADq6sRkCQS6of,Absence Harm,0,0
R_2cde7Lw6i0pR9q4,Absence Harm,0,0
R_R4RzVd2A0g6g8ud,Absence Harm,0,0
R_BJ2b3DmleBe7yrT,Absence Harm,0,0
R_25szpAxuCo3KS5X,Absence Harm,0,0
R_2tMeAgWM7Hu2YoS,Absence Harm,1,1
R_1oaUpBh06TGnL7E,Absence Harm,0,0
R_1FqrwL1wBa1NQtz,Absence Harm,0,0
R_9Lw7GUmlIKR6usN,Absence Harm,0,0
R_1r857dGVHsfrRFg,Absence Harm,0,0
R_3e1RAJcNLaYx9iM,Absence Harm,0,0
R_3JDFtdIj9el97E8,Absence Harm,0,0
R_3FJAtwogktuUsMX,Absence Harm,1,1
R_2zjO0jKVcChSNDa,Absence Harm,0,0
R_2OYJBXrxzNJylCO,Absence Harm,0,0
R_SBmDM4I2jiTZ2Kt,Absence Harm,0,0
R_2CPb9bgvAL54qha,Absence Harm,1,1
R_1M4hWjMnLZqIaQa,Absence Harm,0,1
R_1MKZQU01gtj2Qqi,Absence Harm,0,0
R_vAGihKR8zcQ4sLv,Absence Harm,0,0
R_2xRdSCQPRCliJZ5,Absence Harm,0,0
R_2ZQuiVeqOhaOFi0,Absence Harm,0,0
R_2e9EbIte08ICFm1,Absence Harm,0,0
R_1dMrLLPnNvzblGn,Absence Harm,0,0
R_vUe5vQSGTNYiCc1,Absence Harm,0,0
R_3JmBndLd8M7XWqc,Absence Harm,0,0
R_3NE7xGV3llYkLrA,Absence Harm,1,1
R_6SGiWvfyIUoLPz3,Absence Harm,0,0
R_Q4CUPDneXBn3DtT,Absence Harm,1,1
R_3ndr3MQIUKjS64A,Absence Harm,1,1
R_dhW2ZU18HeVt8eB,Absence Harm,0,0
R_2TNw9SWlDB1HkQ7,Absence Harm,1,1
R_OMVIy7LkK5u2Xfj,Absence Harm,1,1
R_1BWbZbB3SsUVN7t,Absence Harm,1,1
R_3M6HgNlFYyiQXV7,Absence Harm,0,0
R_1nOb0Rw9YKU2CPS,Absence Harm,0,0
R_86Nw6dPuNMe8DjX,Absence Harm,0,0
R_3pfDhOUmPTOtmtj,Absence Harm,0,0
R_3hgufhiQBPxNDWe,Absence Harm,0,0
R_1lhiLCiOLEdCRVj,Absence Harm,0,0
R_22PnpnMfN2c1wdL,Absence Harm,0,0
R_3Hn3zpmMaZIGmNs,Absence Harm,0,0
R_3O85bLtoc1R2UeS,Absence Harm,0,0
R_cuaHimCFUL6Xtbb,Absence Harm,0,0
R_25WN4bQpKrScEE4,Absence Harm,0,0
R_3IbIYD2nZ6LDfDr,Absence Harm,0,0
R_XtyrSEaB9cNEJ6p,Absence Harm,0,0
R_4GH2ql8dl0px105,Absence Harm,0,0
R_tJUXqyElrMDTSPD,Absence Harm,0,0
R_3jfHcc05qujH0S2,Absence Harm,0,0
R_sTdUZFHrODy5akV,Absence Harm,0,0
R_2A0xnBWNS3rpiPK,Absence Harm,0,0
R_1ojMulVcE2V0jpx,Absence Harm,0,0
R_3JecMnKUMxjhlwm,Absence Harm,0,0
R_1JDZZvDlx0hOAZ4,Absence Harm,0,0
R_3I5AksSqPpGfiyk,Absence Harm,0,0
R_tXqsTeDVYJLHeHT,Absence Harm,0,0
R_3kADihO5lI8rkBG,Absence Harm,0,0
R_1kM6tAHf6ep75yt,Absence Harm,0,0
R_1dicrjkHxMWPnTb,Absence Harm,0,0
R_3gT1cFiBn8nclJw,Absence Harm,1,1
R_3KVkJxA5zW1CBqZ,Absence Harm,0,0
R_0TcB3nobonPXokx,Absence Harm,0,0
R_272uWwNmxkemh9n,Absence Harm,0,0
R_3eqPJms6PHBGLQn,Absence Harm,0,0
R_3oznl1J7wTPY1S5,Absence Harm,0,0
R_1CrnFfzOuXEElEJ,Absence Harm,0,0
R_3pl6GB95FZby2vC,Absence Harm,1,1
R_3qDahVfKkOh8i97,Absence Harm,0,0
R_31gvjSMJSdGKWun,Absence Harm,0,0
R_3foUUDV5ctS3FFh,Absence Harm,0,0
R_5hE3kYvSsOG0y5P,Absence Harm,0,0
R_2WGtlzWVpsuIJMX,Absence Harm,0,0
R_1GBr7QJbvbZwCnH,Absence Harm,0,0
R_264q6nCIyIIlXug,Absence Harm,0,0
R_2qjY0gVAs7iv8ED,Absence Harm,0,0
R_1QfQN8DcCUnbo1p,Absence Harm,0,0
R_2teVh0IpoqXMRJc,Absence Harm,0,0
R_2RUGCR2dF17v5VI,Absence Harm,0,0
R_5sQ7l2vZVVgmdpv,Absence Harm,0,0
R_214Xxc4SAF6YE8t,Absence Harm,0,0
R_3KVh3McaNQqRv9U,Absence Harm,0,0
R_3HLbsdaGvKWne4D,Absence Harm,0,0
R_1CDtbtNop8n6Kiu,Absence Harm,0,0
R_27IKgCzf6wr772m,Absence Harm,1,0
R_1IF4sphws9RO2ZY,Absence Harm,0,0
R_RLy5g4lYI1dzV3r,Absence Harm,0,0
R_3ErQltse8xwCHn6,Absence Harm,0,0
R_3iFsW7b9TImcHU9,Absence Harm,0,0
R_qydO3kusGDRwTmN,Absence Harm,0,0
R_OfMAzQw9TZEyMTL,Absence Harm,0,0
R_1OizrMoqVIvw8qq,Absence Harm,0,0
R_qEDW3BzfmaectUd,Absence Harm,1,1
R_usq6uxQiHO8VIe5,Absence Harm,0,0
R_3kczEpzkO4wfoKq,Absence Harm,0,0
R_21jqJ0luUff4JeC,Absence Harm,0,0
R_d12BODpwWy2G9Wh,Absence Harm,0,0
R_22MsOIRSprvgtuu,Absence Harm,0,0
R_3261G3Z3W029nDB,Absence Harm,0,0
R_eKzkE6b2p1jWf2p,Absence Harm,0,0
R_3HU2KNu73qWg8w5,Absence Harm,0,0
R_2tqTQsshMo0HJQK,Absence Harm,0,1
R_2ceI8i9HEGwGd0a,Absence Harm,0,0
R_32QkISNOjONpJ0u,Absence Harm,0,0
R_eLPdL8enzOpp4XL,Absence Harm,0,0
R_pgzBfVg6rpQdeQ9,Absence Harm,0,0
R_3mgjZ3xDD6RyiYX,Absence Harm,0,0
R_RWcd9Oc4DyxTkpr,Absence Harm,1,0
R_3M0Fjaltge7ChQg,Absence Harm,0,0
R_2ZTXv7vOVPrFwpT,Absence Harm,0,0
R_3snVaCvXXFkf4hN,Absence Harm,0,0
R_DHUYW2gjuOTsLKx,Absence Harm,0,0
R_2S8DNUn45kiDzRI,Absence Harm,0,0
R_1mmVMwlsmaY0qGD,Absence Harm,0,0
R_xAaLQwhdrbWj25H,Absence Harm,0,0
R_2xWXzbXwfflkcvT,Absence Harm,0,0
R_a3ElHmqZOER1pYt,Absence Harm,0,0
R_2QDsAc945USmGDA,Absence Harm,0,0
R_1mge4k9bSvOSh6w,Absence Harm,0,0
R_RXiP7ZXpR7aFHXz,Absence Harm,0,0
R_siYXrxLpjh1yW1b,Absence Harm,0,0
R_uslB97A3Wor4KJz,Absence Harm,0,0
R_1Qnp5QG5cFXcbZx,Absence Harm,0,0
R_1Nw7ZHMSg0ZUbsy,Absence Harm,0,0
R_2XhZzruY1R0Vpgz,Absence Harm,0,0
R_1gNEIREULKHhs2X,Absence Harm,0,0
R_4ZyLdWpR9wqSaad,Absence Harm,0,0
R_25MhZn4kjwS5Zxa,Absence Harm,0,0
R_22J1t8YOaKE5spB,Absence Harm,0,0
R_Zh3BRdT2nhF3yUx,Absence Harm,0,0
R_1rwi3yPqfNOFWtH,Absence Harm,0,0
R_Diuu1r5Xki6vGNz,Absence Harm,0,0
R_6u5hQNuVgAlJxER,Absence Harm,0,0
R_2VJg9s9zHPKmXJz,Absence Harm,1,0
R_33pNTVuV1MZnH3y,Absence Harm,0,0
R_1CejIxCLBlLmG9G,Absence Harm,1,1
R_1ODLoqHBBjhtsek,Absence Harm,0,0
R_1gLyfgLpKZ2ztcw,Absence Harm,1,1
R_1dFwHdDqCex0xNl,Absence Harm,0,0
R_1jkArZk4vwhe7Zd,Absence Harm,0,0
R_2zGTOtbxU2bDBQN,Absence Harm,0,0
R_77cPHbrp05u3c1X,Absence Harm,0,0
R_3JrXUJViv9EsE0k,Absence Harm,0,0
R_11cEOd3qglf0HIL,Absence Harm,0,0
R_2ZZTpqiNpolwPbA,Absence Harm,0,0
R_3CDcpeZYIL5ypX7,Absence Harm,0,0
R_2fkfkGMdqcun7w5,Absence Harm,0,0
R_3qEjw7TFt4NSFYo,Absence Harm,0,0
R_80TSwDtlNlzdUeB,Absence Harm,0,0
R_3JluMQUf5N9lNKp,Absence Harm,0,0
R_4SkB2vU2HhIZJWp,Absence Harm,0,0
R_enXuoOZZjmBp5Kh,Absence Harm,0,0
R_3KZ40gY96UllNRK,Absence Harm,0,0
R_1Fb5X5YjStVHnYK,Absence Harm,1,0
R_1Ig8H5PwvsByBHQ,Absence Harm,0,0
R_ZjXWCtLNZvm5Pmp,Absence Harm,0,0
R_31mI8tYL6Ye13uY,Absence Harm,0,0
R_33ycjYBNzVKSt2E,Absence Harm,0,0
R_28AQMTgGe59tJR3,Absence Harm,0,0
R_2ruucMTyLuAICT9,Absence Harm,0,0
R_3qPPEEGbK7RgX28,Absence Harm,0,0
R_27vgqdzn0SfOwbL,Absence Harm,0,0
R_2YIZzaDNnJoN78v,Absence Harm,0,0
R_397XGXw1Kab8lwd,Absence Harm,0,0
R_31LuX5JuurbvMoO,Absence Harm,1,1
R_2ATOB2CnIHip8If,Equality,1,1
R_3HGpZsBSePzb2no,Equality,1,1
R_1i9HMF0EACDrVg6,Equality,0,0
R_10UBkI02V0kSmul,Equality,0,0
R_2zSft8YvYZiOn5s,Equality,0,0
R_1f0FG9XqTWKtdtW,Equality,0,0
R_3qfbd92RiF3hK7I,Equality,1,1
R_NXUtjyTjocKutVv,Equality,1,1
R_3CVFA7kQjfeEz55,Equality,0,0
R_umpgJikoAZZK0U1,Equality,1,1
R_110DRBsEpXBcYcH,Equality,0,0
R_Di9SlzIjhCGvYfn,Equality,1,1
R_2YL2XYIJ30dyNtG,Equality,1,1
R_2R3AxUbJArrL8sM,Equality,1,1
R_OCJnGfSaCQulCXT,Equality,0,0
R_RPJghXjMvNXdbC9,Equality,0,0
R_12cmQA4wK3cE7vq,Equality,0,0
R_Df9SkwrplP5adQB,Equality,0,0
R_0vS3YEXvEKwKSFX,Equality,0,0
R_2xAbsDjunmDUbCL,Equality,1,1
R_2zFR12iP6WQ2dMf,Equality,1,1
R_1fkOvG2gpYagrzK,Equality,0,0
R_3JasF46tuYiRz6d,Equality,1,1
R_3r1c5n05C0Dm4Mh,Equality,0,0
R_sRppTe4QvJg9n8J,Equality,0,0
R_UxpqlJBXnFaD4A1,Equality,0,0
R_r8QDzjWRbVAnm5r,Equality,0,0
R_3MG1lxPqxrQKXDg,Equality,0,0
R_1FwuCsQ2XeYn38O,Equality,1,1
R_tSdnNdMDEBbry0h,Equality,1,1
R_12lhUnHRfqw28HM,Equality,1,1
R_3KISHcOdZZoLC4A,Equality,1,0
R_1OjjZpXk8iCHpZz,Equality,0,0
R_2ZOoA6dySyG4Uci,Equality,1,1
R_BG6ShNi5X3HRl0l,Equality,0,0
R_2xY2YneAQFcZG4x,Equality,0,0
R_4IV1cjWrJMY1pTz,Equality,0,0
R_1nYBtb0aVBDW9Sh,Equality,1,1
R_BE8mzF9E8GLxaz7,Equality,1,1
R_30wUJoQMF0qJhf2,Equality,0,0
R_2Vjsk3dUWW5cu7T,Equality,0,0
R_yOdBffH23fjzv7H,Equality,1,1
R_eDmPnnPtKg8Oywp,Equality,0,1
R_3Mii2QuCcETbqRH,Equality,0,0
R_1js40LKncy4AShi,Equality,0,0
R_87dY0FqKaGZdyxz,Equality,0,0
R_PMqzIXTqKlpt6Qp,Equality,0,0
R_1o5B9GuTVrGn8X0,Equality,0,1
R_12yk1lYPYKfsywD,Equality,0,0
R_2pJk3td4kLYMPWU,Equality,0,0
R_3oR5WXhOVFGambM,Equality,0,1
R_33rwyRLGKQ7flOx,Equality,0,0
R_vqLKv9rUfyDpkVb,Equality,0,0
R_1GBoQ8taai5gwcy,Equality,1,1
R_1jv3NZEEtp7A5yA,Equality,0,0
R_22rhKJycRuuhvB5,Equality,1,0
R_3nAe9KKpRPTwh7T,Equality,0,0
R_2BzzIj3d6U0rlXd,Equality,0,0
R_3OoZ9bgEzEFIZlA,Equality,0,0
R_1dgLfQ1lqYOHuLJ,Equality,0,0
R_3GcBiqM2JygR7DL,Equality,0,0
R_6sSTnyKYxBYyEql,Equality,0,1
R_3p4Edm8tUtqKlcR,Equality,0,0
R_1eEQ3PXaYhXFYSk,Equality,0,0
R_1O0oF1McGSQ1GI9,Equality,0,0
R_1dzcoYSaTzJeHjw,Equality,0,0
R_2EfMxa2oqijovk1,Equality,0,0
R_3RmxFLKLkSfv5Ql,Equality,0,0
R_2dYEFFOpwfEUmiP,Equality,0,0
R_2ea3NWN4nQRTUMN,Equality,1,1
R_T1OvvjbGcYOAoCZ,Equality,0,0
R_2DNDnG3xkN5sL9G,Equality,0,0
R_3JFFbniTzAwfovD,Equality,0,0
R_12xPJwUbo1oXuuf,Equality,0,0
R_2pXkuncJQYULGSV,Equality,1,1
R_usMFAWMS1ho5e6J,Equality,1,1
R_2SJHQkUwbXJDHqt,Equality,1,1
R_1f2xUGvDSCTH7Xl,Equality,0,1
R_1dhm6CIp2rlidiB,Equality,1,1
R_2EsHZU4GPQl6Eto,Equality,0,0
R_2106bPwwFwRqlNI,Equality,0,0
R_ZdZuuMf4wDF6fU5,Equality,0,0
R_25TOPT401jmAcqT,Equality,0,0
R_2ALpAD7fadUcAsJ,Equality,1,1
R_1cU01U7HBwkZR34,Equality,1,1
R_1q8krIvLEJ3j0pb,Equality,0,0
R_3oAQTxmzOMfmpt0,Equality,1,1
R_1MLhtqg7DgdY8QS,Equality,0,0
R_2VF6yktCYVkE1i7,Equality,0,0
R_vIFa5Yebl7dgqMp,Equality,0,0
R_2bHt8krvkSnuJnA,Equality,0,0
R_1OC77hkgQD1pbau,Equality,0,0
R_3EWn1lSeir5GppN,Equality,0,0
R_V3FeEzJxhRyhzkR,Equality,0,0
R_ag6C3z6imS97ZhD,Equality,0,0
R_3qsAfG1caxGz2Q9,Equality,0,0
R_agRF4BRBrpWQlVf,Equality,0,0
R_UN1wTAy0DUgXZa9,Equality,0,0
R_3R2CXDi3bgpjtl9,Equality,1,1
R_1hMsa900oQzhal2,Equality,0,0
R_cCldl4C774WE1Wx,Equality,1,1
R_2qdz9Mz0w1yS6Ni,Equality,0,0
R_129klAb70wVE8nV,Equality,0,0
R_1FaATZy8M1RAu6h,Equality,0,0
R_2wRZfpxNKAfeGE8,Equality,0,0
R_3nD7F2dzdD8kpBR,Equality,0,0
R_1EWEcHwhp2WHYRk,Equality,0,0
R_2c1Qc26OjSeaU5l,Equality,0,0
R_6Kz1PQKJxJe38dz,Equality,0,0
R_1N8mIOFdBoPfLDl,Equality,0,0
R_2qDjNFXJKIXsxov,Equality,0,0
R_25FNrPiDpQhM0K0,Equality,0,0
R_2dnBuYZjdwmrUj9,Equality,0,0
R_2R3VmGs8QRZXtpX,Equality,0,0
R_3kKTZSzLqWu8iHk,Equality,0,0
R_3fl9nAopgctaa6H,Equality,0,0
R_1kTgqnyiWiHvFhh,Equality,0,0
R_2SAKTxVZGPIVYYe,Equality,0,0
R_25tj2uxQEanxfZc,Equality,0,0
R_1Ka6xPzmjZZzV9Y,Equality,0,0
R_21ERySWdImjqISp,Equality,0,0
R_2DYAGF4C0QSP1nv,Equality,0,0
R_wZvBlibeCHVOYWR,Equality,0,0
R_u1BcdY5KNOJ38Ln,Equality,0,0
R_tY6PkIDjIma8SXf,Equality,0,0
R_r9K48FtWeVglg5z,Equality,0,0
R_Ast0bnCTEiK7UqZ,Equality,0,0
R_2rU55Tvp9j6g2WJ,Equality,0,0
R_3WaGZ55uC8exTFL,Equality,0,0
R_ykWTWqYwPyxerUR,Equality,0,0
R_3J41aNjWqWglA5z,Equality,0,0
R_1DUuURSlICWnjZy,Equality,0,0
R_2QJWN71gm5B9grG,Equality,0,0
R_3PcxtggChxaCAGs,Equality,0,0
R_3GADq6sRkCQS6of,Equality,0,0
R_2cde7Lw6i0pR9q4,Equality,0,0
R_R4RzVd2A0g6g8ud,Equality,0,0
R_BJ2b3DmleBe7yrT,Equality,0,0
R_25szpAxuCo3KS5X,Equality,0,0
R_2tMeAgWM7Hu2YoS,Equality,0,0
R_1oaUpBh06TGnL7E,Equality,0,0
R_1FqrwL1wBa1NQtz,Equality,0,0
R_9Lw7GUmlIKR6usN,Equality,0,0
R_1r857dGVHsfrRFg,Equality,0,0
R_3e1RAJcNLaYx9iM,Equality,0,0
R_3JDFtdIj9el97E8,Equality,0,0
R_3FJAtwogktuUsMX,Equality,0,0
R_2zjO0jKVcChSNDa,Equality,0,0
R_2OYJBXrxzNJylCO,Equality,1,1
R_SBmDM4I2jiTZ2Kt,Equality,0,0
R_2CPb9bgvAL54qha,Equality,0,0
R_1M4hWjMnLZqIaQa,Equality,0,0
R_1MKZQU01gtj2Qqi,Equality,0,0
R_vAGihKR8zcQ4sLv,Equality,0,0
R_2xRdSCQPRCliJZ5,Equality,0,0
R_2ZQuiVeqOhaOFi0,Equality,0,0
